	Name	First Name	District	ballotpedia.org	Party	Election	Incumbent	Sex
1469	Karpus	Ronald	OH-16	https://ballotpedia.org/Ronald_Karpus	Dem	House	no	NA
1470	Hern	Kevin	OK-01	https://ballotpedia.org/Kevin_Hern	Rep	House	yes	NA
1471	Asamoa-Caesar	Kojo	OK-01	https://ballotpedia.org/Kojo_Asamoa-Caesar	Dem	House	no	NA
1472	Mullin	Markwayne	OK-02	https://ballotpedia.org/Markwayne_Mullin	Rep	House	yes	NA
1473	Silk	Joseph	OK-02	https://ballotpedia.org/Joseph_Silk	Rep	House	no	NA
1474	Lanier	Danyell	OK-02	https://ballotpedia.org/Danyell_Lanier	Dem	House	no	NA
1475	Midyett	Zoe Ann	OK-03	https://ballotpedia.org/Zoe Ann_Midyett	Dem	House	no	NA
1476	Jantz	Joshua	OK-03	https://ballotpedia.org/Joshua_Jantz	Rep	House	no	NA
1477	Wright	Stephen	OK-03	https://ballotpedia.org/Stephen_Wright	Ind	House	no	NA
1478	Brown-Fietkau	Wyndi	OK-04	https://ballotpedia.org/Wyndi_Brown-Fietkau	Dem	House	no	NA
1479	Forbes	Wesley	OK-04	https://ballotpedia.org/Wesley_Forbes	Dem	House	no	NA
1480	Ghazanfari	Arash	OK-04	https://ballotpedia.org/Arash_Ghazanfari	Dem	House	no	NA
1481	Open	NA	OK-04	https://ballotpedia.org/_Open	Rep	House	no	NA
1482	Horn	Kendra	OK-05	https://ballotpedia.org/Kendra_Horn	Dem	House	yes	Female
1483	Ballard	Michael	OK-05	https://ballotpedia.org/Michael_Ballard	Rep	House	no	NA
1484	Barresi	Janet	OK-05	https://ballotpedia.org/Janet_Barresi	Rep	House	no	NA
1485	Belcher	Dan	OK-05	https://ballotpedia.org/Dan_Belcher	Rep	House	no	NA
1486	Bice	Stephanie	OK-05	https://ballotpedia.org/Stephanie_Bice	Rep	House	no	NA
1487	Greene	David	OK-05	https://ballotpedia.org/David_Greene	Rep	House	no	NA
1488	Hill	David	OK-05	https://ballotpedia.org/David_Hill	Rep	House	no	NA
1489	Jacob	Oakley	OK-05	https://ballotpedia.org/Oakley_Jacob	Rep	House	no	NA
1490	Landon	Shelli	OK-05	https://ballotpedia.org/Shelli_Landon	Rep	House	no	NA
1491	Neese	Terry	OK-05	https://ballotpedia.org/Terry_Neese	Rep	House	no	NA
1492	Rahimi	Miles	OK-05	https://ballotpedia.org/Miles_Rahimi	Rep	House	no	NA
1493	VanSant	Merideth	OK-05	https://ballotpedia.org/Merideth_VanSant	Rep	House	no	NA
1494	Bonamici	Suzanne	OR-01	https://ballotpedia.org/Suzanne_Bonamici	Dem	House	yes	NA
1495	Barajas	Ricky	OR-01	https://ballotpedia.org/Ricky_Barajas	Dem	House	no	NA
1496	Briones	Heidi	OR-01	https://ballotpedia.org/Heidi_Briones	Dem	House	no	NA
1497	Siebe	Amanda	OR-01	https://ballotpedia.org/Amanda_Siebe	Dem	House	no	NA
1498	Christensen	Christopher	OR-01	https://ballotpedia.org/Christopher_Christensen	Rep	House	no	NA
1499	Murray	Army	OR-01	https://ballotpedia.org/Army_Murray	Rep	House	no	NA
1500	Heuertz	Nick	OR-02	https://ballotpedia.org/Nick_Heuertz	Dem	House	no	NA
1501	Holm	John	OR-02	https://ballotpedia.org/John_Holm	Dem	House	no	NA
1502	Howard	Jack	OR-02	https://ballotpedia.org/Jack_Howard	Dem	House	no	NA
1503	Spenser	Alex	OR-02	https://ballotpedia.org/Alex_Spenser	Dem	House	no	NA
1504	Vaughn	Chris	OR-02	https://ballotpedia.org/Chris_Vaughn	Dem	House	no	NA
1505	Atkinson	Jason	OR-02	https://ballotpedia.org/Jason_Atkinson	Rep	House	no	NA
1506	Bentz	Cliff	OR-02	https://ballotpedia.org/Cliff_Bentz	Rep	House	no	NA
1507	Buehler	Knute	OR-02	https://ballotpedia.org/Knute_Buehler	Rep	House	no	NA
1508	Campbell	David	OR-02	https://ballotpedia.org/David_Campbell	Rep	House	no	NA
1509	Carey	Glenn	OR-02	https://ballotpedia.org/Glenn_Carey	Rep	House	no	NA
1510	Crumpacker	Jimmy	OR-02	https://ballotpedia.org/Jimmy_Crumpacker	Rep	House	no	NA
1511	Fager	Travis	OR-02	https://ballotpedia.org/Travis_Fager	Rep	House	no	NA
1512	Livingston	Justin	OR-02	https://ballotpedia.org/Justin_Livingston	Rep	House	no	NA
1513	Medenbach	Kenneth	OR-02	https://ballotpedia.org/Kenneth_Medenbach	Rep	House	no	NA
1514	Roberts	Mark	OR-02	https://ballotpedia.org/Mark_Roberts	Rep	House	no	NA
1515	Smith	Jeff	OR-02	https://ballotpedia.org/Jeff_Smith	Rep	House	no	NA
1516	Archer	Patrick	OR-02	https://ballotpedia.org/Patrick_Archer	Ind	House	no	NA
1517	Blumenauer	Earl	OR-03	https://ballotpedia.org/Earl_Blumenauer	Dem	House	yes	NA
1518	Davis	Matthew	OR-03	https://ballotpedia.org/Matthew_Davis	Dem	House	no	NA
1519	Lee	Albert	OR-03	https://ballotpedia.org/Albert_Lee	Dem	House	no	NA
1520	Rand Barnett	Charles	OR-03	https://ballotpedia.org/Charles_Rand Barnett	Dem	House	no	NA
1521	Wilcox	Dane	OR-03	https://ballotpedia.org/Dane_Wilcox	Dem	House	no	NA
1522	Harbour	Joanna	OR-03	https://ballotpedia.org/Joanna_Harbour	Rep	House	no	NA
1523	Harrison	Tom	OR-03	https://ballotpedia.org/Tom_Harrison	Rep	House	no	NA
1524	Hecker	Frank	OR-03	https://ballotpedia.org/Frank_Hecker	Rep	House	no	NA
1525	Baker	Edward	OR-03	https://ballotpedia.org/Edward_Baker	Nonpartisan	House	no	NA
1526	DeFazio	Peter	OR-04	https://ballotpedia.org/Peter_DeFazio	Dem	House	yes	Male
1527	Canning	Doyle	OR-04	https://ballotpedia.org/Doyle_Canning	Dem	House	no	NA
1528	Ijih	Nelson	OR-04	https://ballotpedia.org/Nelson_Ijih	Rep	House	no	NA
1529	Skarlatos	Alek	OR-04	https://ballotpedia.org/Alek_Skarlatos	Rep	House	no	NA
1530	Schrader	Kurt	OR-05	https://ballotpedia.org/Kurt_Schrader	Dem	House	yes	NA
1531	Gamba	Mark	OR-05	https://ballotpedia.org/Mark_Gamba	Dem	House	no	NA
1532	Reynolds	Blair	OR-05	https://ballotpedia.org/Blair_Reynolds	Dem	House	no	NA
1533	Dinkel	G. Shane	OR-05	https://ballotpedia.org/G. Shane_Dinkel	Rep	House	no	NA
1534	Nations	Joey	OR-05	https://ballotpedia.org/Joey_Nations	Rep	House	no	NA
1535	Roman	Angela	OR-05	https://ballotpedia.org/Angela_Roman	Rep	House	no	NA
1536	Ryan Courser	Amy	OR-05	https://ballotpedia.org/ Amy_Ryan Courser	Rep	House	no	NA
1537	Fitzpatrick	Brian	PA-01	https://ballotpedia.org/Brian_Fitzpatrick	Rep	House	yes	Male
1538	Meehan	Andrew	PA-01	https://ballotpedia.org/Andrew_Meehan	Rep	House	no	NA
1539	Finello	Christina	PA-01	https://ballotpedia.org/Christina_Finello	Dem	House	no	NA
1540	Hurwitz	Skylar	PA-01	https://ballotpedia.org/Skylar_Hurwitz	Dem	House	no	NA
1541	Scheetz	Steve	PA-01	https://ballotpedia.org/Steve_Scheetz	Lib	House	no	NA
1542	Boyle	Brendan	PA-02	https://ballotpedia.org/Brendan_Boyle	Dem	House	yes	NA
1543	Torres	David	PA-02	https://ballotpedia.org/David_Torres	Rep	House	no	NA
1544	Evans	Dwight	PA-03	https://ballotpedia.org/Dwight_Evans	Dem	House	yes	NA
1545	Harvey	Michael	PA-03	https://ballotpedia.org/Michael_Harvey	Rep	House	no	NA
1546	Dean	Madeleine	PA-04	https://ballotpedia.org/Madeleine_Dean	Dem	House	yes	NA
1547	Barnette	Kathy	PA-04	https://ballotpedia.org/Kathy_Barnette	Rep	House	no	NA
1548	Tarshish	Joe	PA-04	https://ballotpedia.org/Joe_Tarshish	Ind	House	no	NA
1549	Gay Scanlon	Marie	PA-05	https://ballotpedia.org/Marie_Gay Scanlon	Dem	House	yes	NA
1550	Lanni	Louis	PA-05	https://ballotpedia.org/Louis_Lanni	Dem	House	no	NA
1551	Jordan	Robert	PA-05	https://ballotpedia.org/Robert_Jordan	Dem	House	no	NA
1552	Pruett	Dasha	PA-05	https://ballotpedia.org/Dasha_Pruett	Dem	House	no	NA
1553	Houlahan	Chrissy	PA-06	https://ballotpedia.org/Chrissy_Houlahan	Dem	House	yes	NA
1554	Emmons	John	PA-06	https://ballotpedia.org/John_Emmons	Rep	House	no	NA
1555	McHugh	John H.	PA-06	https://ballotpedia.org/John H._McHugh	Ind	House	no	NA
1556	Wild	Susan	PA-07	https://ballotpedia.org/Susan_Wild	Dem	House	yes	Female
1557	Browning	Dean	PA-07	https://ballotpedia.org/Dean_Browning	Rep	House	no	NA
1558	Scheller	Lisa	PA-07	https://ballotpedia.org/Lisa_Scheller	Rep	House	no	NA
1559	Sayegh	Anthony	PA-07	https://ballotpedia.org/Anthony_Sayegh	Ind	House	no	NA
1560	Cartwright	Matt	PA-08	https://ballotpedia.org/Matt_Cartwright	Dem	House	yes	Male
1561	Bognet	Jim	PA-08	https://ballotpedia.org/Jim_Bognet	Rep	House	no	NA
1562	Cammisa	Mikel	PA-08	https://ballotpedia.org/Mikel_Cammisa	Rep	House	no	NA
1563	Daniels	Teddy	PA-08	https://ballotpedia.org/Teddy_Daniels	Rep	House	no	NA
1564	Granville	Earl	PA-08	https://ballotpedia.org/Earl_Granville	Rep	House	no	NA
1565	Haas	Harry	PA-08	https://ballotpedia.org/Harry_Haas	Rep	House	no	NA
1566	Marsicano	Mike	PA-08	https://ballotpedia.org/Mike_Marsicano	Rep	House	no	NA
1567	Meuser	Dan	PA-09	https://ballotpedia.org/Dan_Meuser	Rep	House	yes	NA
1568	Quick	Laura	PA-09	https://ballotpedia.org/Laura_Quick	Dem	House	no	NA
1569	Wegman	Gary	PA-09	https://ballotpedia.org/Gary_Wegman	Dem	House	no	NA
1570	Perry	Scott	PA-10	https://ballotpedia.org/Scott_Perry	Rep	House	yes	Male
1571	Brier	Tom	PA-10	https://ballotpedia.org/Tom_Brier	Dem	House	no	NA
1572	DePasquale	Eugene	PA-10	https://ballotpedia.org/Eugene_DePasquale	Dem	House	no	NA
1573	Smucker	Lloyd	PA-11	https://ballotpedia.org/Lloyd_Smucker	Rep	House	yes	NA
1574	Daigle	Paul	PA-11	https://ballotpedia.org/Paul_Daigle	Dem	House	no	NA
1575	Hammond	Sarah	PA-11	https://ballotpedia.org/Sarah_Hammond	Dem	House	no	NA
1576	Keller	Fred	PA-12	https://ballotpedia.org/Fred_Keller	Rep	House	yes	NA
1577	Griffin	Lee	PA-12	https://ballotpedia.org/Lee_Griffin	Dem	House	no	NA
1578	Joyce	John	PA-13	https://ballotpedia.org/John_Joyce	Rep	House	yes	NA
1579	Rowley	Raymond	PA-13	https://ballotpedia.org/Raymond_Rowley	Dem	House	no	NA
1580	Reschenthaler	Guy	PA-14	https://ballotpedia.org/Guy_Reschenthaler	Rep	House	yes	NA
1581	Marx	William	PA-14	https://ballotpedia.org/William_Marx	Dem	House	no	NA
1582	Thompson	Glenn	PA-15	https://ballotpedia.org/Glenn_Thompson	Rep	House	yes	NA
1583	Williams	Robert	PA-15	https://ballotpedia.org/Robert_Williams	Dem	House	no	NA
1584	Kelly	Mike	PA-16	https://ballotpedia.org/Mike_Kelly	Rep	House	yes	NA
1585	Gnibus	Kristy	PA-16	https://ballotpedia.org/Kristy_Gnibus	Dem	House	no	NA
1586	Lamb	Connor	PA-17	https://ballotpedia.org/Connor_Lamb	Dem	House	yes	Male
1587	Parnell	Sean	PA-17	https://ballotpedia.org/Sean_Parnell	Rep	House	no	NA
1588	Doyle	Michael	PA-18	https://ballotpedia.org/Michael_Doyle	Dem	House	yes	NA
1589	Dickinson	Gerald	PA-18	https://ballotpedia.org/Gerald_Dickinson	Dem	House	no	NA
1590	Negron	Luke	PA-18	https://ballotpedia.org/Luke_Negron	Rep	House	no	NA
1591	Vadya	Daniel	PA-18	https://ballotpedia.org/Daniel_Vadya	Ind	House	no	NA
1592	Open	NA	RI-01	https://ballotpedia.org/_Open	Dem	House	no	NA
1593	Wysocki	Frederick	RI-01	https://ballotpedia.org/Frederick_Wysocki	Rep	House	no	NA
1594	Langevin	Jim	RI-02	https://ballotpedia.org/Jim_Langevin	Dem	House	yes	NA
1595	Lancia	Robert	RI-02	https://ballotpedia.org/Robert_Lancia	Rep	House	no	NA
1596	Cunningham	Joe	SC-01	https://ballotpedia.org/Joe_Cunningham	Dem	House	yes	Male
1597	Frasier	Benjamin	SC-01	https://ballotpedia.org/Benjamin_Frasier	Dem	House	no	NA
1598	Covert	Mike	SC-01	https://ballotpedia.org/Mike_Covert	Rep	House	no	NA
1599	Cox	Chris	SC-01	https://ballotpedia.org/Chris_Cox	Rep	House	no	NA
1600	Johnson	Jamison	SC-01	https://ballotpedia.org/Jamison_Johnson	Rep	House	no	NA
1601	Landing	Kathy	SC-01	https://ballotpedia.org/Kathy_Landing	Rep	House	no	NA
1602	Mace	Nancy	SC-01	https://ballotpedia.org/Nancy_Mace	Rep	House	no	NA
1603	Mole	Brad	SC-01	https://ballotpedia.org/Brad_Mole	Rep	House	no	NA
1604	Norris	Phillip	SC-01	https://ballotpedia.org/Phillip_Norris	Rep	House	no	NA
1605	Wilson	Joe	SC-02	https://ballotpedia.org/Joe_Wilson	Rep	House	yes	NA
1606	Ford Boroughs	Adair	SC-02	https://ballotpedia.org/Adair_Ford Boroughs	Dem	House	no	NA
1607	Nathaniel	Lawrence	SC-02	https://ballotpedia.org/Lawrence_Nathaniel	Dem	House	no	NA
1608	Sinha	Viresh	SC-02	https://ballotpedia.org/Viresh_Sinha	Dem	House	no	NA
1609	Open	NA	SC-03	https://ballotpedia.org/_Open	Dem	House	no	NA
1610	Open	NA	SC-03	https://ballotpedia.org/_Open	Rep	House	no	NA
1611	Timmons	William	SC-04	https://ballotpedia.org/William_Timmons	Rep	House	yes	NA
1612	Nelson	Kim	SC-04	https://ballotpedia.org/Kim_Nelson	Dem	House	no	NA
1613	Jorgensen	Jo	SC-04	https://ballotpedia.org/Jo_Jorgensen	Lib	House	no	NA
1614	Ali	Mark	SC-05	https://ballotpedia.org/Mark_Ali	Dem	House	no	NA
1615	Brown	Mauricus	SC-05	https://ballotpedia.org/Mauricus_Brown	Dem	House	no	NA
1616	Mammadov	Ramin	SC-05	https://ballotpedia.org/Ramin_Mammadov	Dem	House	no	NA
1617	Open	NA	SC-05	https://ballotpedia.org/_Open	Rep	House	no	NA
1618	Clyburn	James	SC-06	https://ballotpedia.org/James_Clyburn	Dem	House	yes	NA
1619	Open	NA	SC-06	https://ballotpedia.org/_Open	Rep	House	no	NA
1620	Shuler	Harrison	SC-06	https://ballotpedia.org/Harrison_Shuler	Ind	House	no	NA
1621	Watson	Melissa	SC-07	https://ballotpedia.org/Melissa_Watson	Dem	House	no	NA
1622	Huggins	Dewon	SC-07	https://ballotpedia.org/Dewon_Huggins	Rep	House	no	NA
1623	Johnson	Dusty	SD-AL	https://ballotpedia.org/Dusty_Johnson	Rep	House	yes	NA
1624	May	Elizabeth	SD-AL	https://ballotpedia.org/Elizabeth_May	Rep	House	no	NA
1625	Raver	Whitney	SD-AL	https://ballotpedia.org/Whitney_Raver	Dem	House	no	NA
1626	Wirth	Brian	SD-AL	https://ballotpedia.org/Brian_Wirth	Dem	House	no	NA
1627	Rowe	Chris	TN-01	https://ballotpedia.org/Chris_Rowe	Dem	House	no	NA
1628	Smith	Larry	TN-01	https://ballotpedia.org/Larry_Smith	Dem	House	no	NA
1629	Walsingham	Blair	TN-01	https://ballotpedia.org/Blair_Walsingham	Dem	House	no	NA
1630	Arlinghaus	Phil	TN-01	https://ballotpedia.org/Phil_Arlinghaus	Rep	House	no	NA
1631	Clark	John	TN-01	https://ballotpedia.org/John_Clark	Rep	House	no	NA
1632	Crowe	Rusty	TN-01	https://ballotpedia.org/Rusty_Crowe	Rep	House	no	NA
1633	Darden	Steve	TN-01	https://ballotpedia.org/Steve_Darden	Rep	House	no	NA
1634	Decal	Dustin	TN-01	https://ballotpedia.org/Dustin_Decal	Rep	House	no	NA
1635	Harshbarger	Diana	TN-01	https://ballotpedia.org/Diana_Harshbarger	Rep	House	no	NA
1636	McKinley	Todd	TN-01	https://ballotpedia.org/Todd_McKinley	Rep	House	no	NA
1637	Moore	J.S.	TN-01	https://ballotpedia.org/J.S._Moore	Rep	House	no	NA
1638	Street	Dan	TN-01	https://ballotpedia.org/Dan_Street	Rep	House	no	NA
1639	Williams	Cody	TN-01	https://ballotpedia.org/Cody_Williams	Rep	House	no	NA
1640	Williams	Nichole	TN-01	https://ballotpedia.org/Nichole_Williams	Rep	House	no	NA
1641	Holder	Steve	TN-01	https://ballotpedia.org/Steve_Holder	Ind	House	no	NA
1642	Brown	Chance	TN-02	https://ballotpedia.org/Chance_Brown	Dem	House	no	NA
1643	Hoyos	Renee	TN-02	https://ballotpedia.org/Renee_Hoyos	Dem	House	no	NA
1644	Open	NA	TN-02	https://ballotpedia.org/_Open	Rep	House	no	NA
1645	Open	NA	TN-03	https://ballotpedia.org/_Open	Dem	House	no	NA
1646	Open	NA	TN-03	https://ballotpedia.org/_Open	Rep	House	no	NA
1647	Deniston	Tyler	TN-03	https://ballotpedia.org/Tyler_Deniston	Ind	House	no	NA
1648	Anders	Jacob	TN-04	https://ballotpedia.org/Jacob_Anders	Dem	House	no	NA
1649	Bivens	Lydia	TN-04	https://ballotpedia.org/Lydia_Bivens	Dem	House	no	NA
1650	Meyer	Lawrence	TN-04	https://ballotpedia.org/Lawrence_Meyer	Rep	House	no	NA
1651	Cooper	Jim	TN-05	https://ballotpedia.org/Jim_Cooper	Dem	House	yes	NA
1652	Bautista-Jones	Justin	TN-05	https://ballotpedia.org/Justin_Bautista-Jones	Dem	House	no	NA
1653	Haynes	Keeda	TN-05	https://ballotpedia.org/Keeda_Haynes	Dem	House	no	NA
1654	Mattlin	Meredith	TN-05	https://ballotpedia.org/Meredith_Mattlin	Dem	House	no	NA
1655	Rawlings	Joshua	TN-05	https://ballotpedia.org/Joshua_Rawlings	Dem	House	no	NA
1656	Adcox	Anthony	TN-05	https://ballotpedia.org/Anthony_Adcox	Rep	House	no	NA
1657	Adcox	Elijah	TN-05	https://ballotpedia.org/Elijah_Adcox	Rep	House	no	NA
1658	Wildenradt	Craig	TN-05	https://ballotpedia.org/Craig_Wildenradt	Ind	House	no	NA
1659	Rose	John	TN-06	https://ballotpedia.org/John_Rose	Rep	House	yes	NA
1660	Hubbard	Steven	TN-06	https://ballotpedia.org/Steven_Hubbard	Dem	House	no	NA
1661	Monday	Christopher	TN-06	https://ballotpedia.org/Christopher_Monday	Ind	House	no	NA
1662	Sreepada	Kiran	TN-07	https://ballotpedia.org/Kiran_Sreepada	Dem	House	no	NA
1663	Open	NA	TN-07	https://ballotpedia.org/_Open	Rep	House	no	NA
1664	Estes	Benjamin	TN-07	https://ballotpedia.org/Benjamin_Estes	Reform	House	no	NA
1665	Vieira	Scott	TN-07	https://ballotpedia.org/Scott_Vieira	Vererans Party	House	no	NA
1666	Kustoff	David	TN-08	https://ballotpedia.org/David_Kustoff	Rep	House	yes	NA
1667	Open	NA	TN-08	https://ballotpedia.org/_Open	Dem	House	no	NA
1668	Cohen	Steve	TN-09	https://ballotpedia.org/Steve_Cohen	Dem	House	yes	NA
1669	Strong	Corey	TN-09	https://ballotpedia.org/Corey_Strong	Dem	House	no	NA
1670	Bergmann	Charlotte	TN-09	https://ballotpedia.org/Charlotte_Bergmann	Rep	House	no	NA
1671	Gohmert	Louis B. Jr.	TX-01	https://ballotpedia.org/Louis B. Jr._Gohmert	Rep	House	yes	NA
1672	Gilbert	Hank	TX-01	https://ballotpedia.org/Hank_Gilbert	Dem	House	no	NA
1673	Crenshaw	Daniel	TX-02	https://ballotpedia.org/Daniel_Crenshaw	Rep	House	yes	Male
1674	Cardnell	Elisa	TX-02	https://ballotpedia.org/Elisa_Cardnell	Dem	House	no	NA
1675	Ladjevardian	Sima	TX-02	https://ballotpedia.org/Sima_Ladjevardian	Dem	House	no	NA
1676	Scheirman	Elliott	TX-02	https://ballotpedia.org/Elliott_Scheirman	Lib	House	no	NA
1677	Antoniou	Laura	TX-02	https://ballotpedia.org/Laura_Antoniou	Lib	House	no	NA
1678	Unsicker	Carol	TX-02	https://ballotpedia.org/Carol_Unsicker	Lib	House	no	NA
1679	Taylor	Van	TX-03	https://ballotpedia.org/Van_Taylor	Rep	House	yes	NA
1680	McCaffity	Sean	TX-03	https://ballotpedia.org/Sean_McCaffity	Dem	House	no	NA
1681	Seikaly	Lulu	TX-03	https://ballotpedia.org/Lulu_Seikaly	Dem	House	no	NA
1682	Claytor	Christopher	TX-03	https://ballotpedia.org/Christopher_Claytor	Lib	House	no	NA
1683	Ratcliffe	John	TX-04	https://ballotpedia.org/John_Ratcliffe	Rep	House	yes	NA
1684	Foster	Russell	TX-04	https://ballotpedia.org/Russell_Foster	Dem	House	no	NA
1685	Antonelli	Lou	TX-04	https://ballotpedia.org/Lou_Antonelli	Lib	House	no	NA
1686	Gooden	Lance	TX-05	https://ballotpedia.org/Lance_Gooden	Rep	House	yes	NA
1687	Salter	Carolyn	TX-05	https://ballotpedia.org/Carolyn_Salter	Dem	House	no	NA
1688	Hale	Kevin	TX-05	https://ballotpedia.org/Kevin_Hale	Lib	House	no	NA
1689	Wright	Ronald	TX-06	https://ballotpedia.org/Ronald_Wright	Rep	House	yes	NA
1690	Daniel	Stephen	TX-06	https://ballotpedia.org/Stephen_Daniel	Dem	House	no	NA
1691	Black	Melanie	TX-06	https://ballotpedia.org/Melanie_Black	Lib	House	no	NA
1692	Snider	Chad	TX-06	https://ballotpedia.org/Chad_Snider	Ind	House	no	NA
1693	Pannill Fletcher	Lizzie	TX-07	https://ballotpedia.org/Lizzie_Pannill Fletcher	Dem	House	yes	Female
1694	Hunt	Wesley	TX-07	https://ballotpedia.org/Wesley_Hunt	Rep	House	no	NA
1695	Kelly	Shawn	TX-07	https://ballotpedia.org/Shawn_Kelly	Lib	House	no	NA
1696	Brady	Kevin	TX-08	https://ballotpedia.org/Kevin_Brady	Rep	House	yes	NA
1697	Hernandez	Elizabeth	TX-08	https://ballotpedia.org/Elizabeth_Hernandez	Dem	House	no	NA
1698	Duncan	Chris	TX-08	https://ballotpedia.org/Chris_Duncan	Lib	House	no	NA
1699	Green	Al	TX-09	https://ballotpedia.org/Al_Green	Dem	House	yes	NA
1700	Teague	Johnny	TX-09	https://ballotpedia.org/Johnny_Teague	Rep	House	no	NA
1701	Sosa	Jose	TX-09	https://ballotpedia.org/Jose_Sosa	Lib	House	no	NA
1702	Small	Edward Jr.	TX-09	https://ballotpedia.org/Edward Jr._Small	Unaff	House	no	NA
1703	McCaul	Michael	TX-10	https://ballotpedia.org/Michael_McCaul	Rep	House	yes	Male
1704	Gandhi	Pritesh	TX-10	https://ballotpedia.org/Pritesh_Gandhi	Dem	House	no	NA
1705	Siegel	Mike	TX-10	https://ballotpedia.org/Mike_Siegel	Dem	House	no	NA
1706	Eriksen	Roy	TX-10	https://ballotpedia.org/Roy_Eriksen	Lib	House	no	NA
1707	Bahari	Olis	TX-10	https://ballotpedia.org/Olis_Bahari	Ind	House	no	NA
1708	Hogg	Jon Mark	TX-11	https://ballotpedia.org/Jon Mark_Hogg	Dem	House	no	NA
1709	Pfluger	August	TX-11	https://ballotpedia.org/August_Pfluger	Rep	House	no	NA
1710	Cody	Wacey	TX-11	https://ballotpedia.org/Wacey_Cody	Lib	House	no	NA
1711	Holk	Brian	TX-11	https://ballotpedia.org/Brian_Holk	Lib	House	no	NA
1712	Cady	Jeffrey	TX-11	https://ballotpedia.org/Jeffrey_Cady	Ind	House	no	NA
1713	Granger	Kay	TX-12	https://ballotpedia.org/Kay_Granger	Rep	House	yes	NA
1714	Welch	Lisa	TX-12	https://ballotpedia.org/Lisa_Welch	Dem	House	no	NA
1715	Holcomb	Trey	TX-12	https://ballotpedia.org/Trey_Holcomb	Lib	House	no	NA
1716	Sagan	Greg	TX-13	https://ballotpedia.org/Greg_Sagan	Dem	House	no	NA
1717	Trujillo	Gus	TX-13	https://ballotpedia.org/Gus_Trujillo	Dem	House	no	NA
1718	Jackson	Ronny L.	TX-13	https://ballotpedia.org/Ronny L._Jackson	Rep	House	no	NA
1719	Winegarner	Josh	TX-13	https://ballotpedia.org/Josh_Winegarner	Rep	House	no	NA
1720	Westbrook	Jack	TX-13	https://ballotpedia.org/Jack_Westbrook	Lib	House	no	NA
1721	Weber	Randy	TX-14	https://ballotpedia.org/Randy_Weber	Rep	House	yes	NA
1722	Bell	Adrienne	TX-14	https://ballotpedia.org/Adrienne_Bell	Dem	House	no	NA
1723	Ben-Moyal	Karen	TX-14	https://ballotpedia.org/Karen_Ben-Moyal	Ind	House	no	NA
1724	Sajna	Cyrus	TX-14	https://ballotpedia.org/Cyrus_Sajna	Ind	House	no	NA
1725	Gonzalez	Vicente Jr.	TX-15	https://ballotpedia.org/Vicente Jr._Gonzalez	Dem	House	yes	NA
1726	De La Cruz Hernandez	Monica	TX-15	https://ballotpedia.org/Monica_De La Cruz Hernandez	Rep	House	no	NA
1727	Krause	Ryan	TX-15	https://ballotpedia.org/Ryan_Krause	Rep	House	no	NA
1728	Leone	Ross	TX-15	https://ballotpedia.org/Ross_Leone	Lib	House	no	NA
1729	Escobar	Veronica	TX-16	https://ballotpedia.org/Veronica_Escobar	Dem	House	yes	NA
1730	Armendariz-Jackson	Irene	TX-16	https://ballotpedia.org/Irene_Armendariz-Jackson	Rep	House	no	NA
1731	Williams	Samuel Jr.	TX-16	https://ballotpedia.org/Samuel Jr._Williams	Rep	House	no	NA
1732	Leder	Ben	TX-16	https://ballotpedia.org/Ben_Leder	Lib	House	no	NA
1733	Jaramillo	David	TX-17	https://ballotpedia.org/David_Jaramillo	Dem	House	no	NA
1734	Kennedy	Rick	TX-17	https://ballotpedia.org/Rick_Kennedy	Dem	House	no	NA
1735	Sessions	Pete	TX-17	https://ballotpedia.org/Pete_Sessions	Rep	House	no	NA
1736	Swann	Renee	TX-17	https://ballotpedia.org/Renee_Swann	Rep	House	no	NA
1737	Brown	Ted	TX-17	https://ballotpedia.org/Ted_Brown	Lib	House	no	NA
1738	Jackson Lee	Sheila	TX-18	https://ballotpedia.org/Sheila_Jackson Lee	Dem	House	yes	NA
1739	Cadena	Robert	TX-18	https://ballotpedia.org/Robert_Cadena	Rep	House	no	NA
1740	Champion	Wendell	TX-18	https://ballotpedia.org/Wendell_Champion	Rep	House	no	NA
1741	Spencer	Luke	TX-18	https://ballotpedia.org/Luke_Spencer	Lib	House	no	NA
1742	Arrington	Jodey	TX-19	https://ballotpedia.org/Jodey_Arrington	Rep	House	yes	NA
1743	Watson	Tom	TX-19	https://ballotpedia.org/Tom_Watson	Dem	House	no	NA
1744	Burnes	Joe	TX-19	https://ballotpedia.org/Joe_Burnes	Lib	House	no	NA
1745	Castro	Joaquin	TX-20	https://ballotpedia.org/Joaquin_Castro	Dem	House	yes	NA
1746	Allen	Gary	TX-20	https://ballotpedia.org/Gary_Allen	Rep	House	no	NA
1747	Garza	Mauro	TX-20	https://ballotpedia.org/Mauro_Garza	Rep	House	no	NA
1748	Blunt	Jeffrey	TX-20	https://ballotpedia.org/Jeffrey_Blunt	Lib	House	no	NA
1749	Jonasz	Adam	TX-20	https://ballotpedia.org/Adam_Jonasz	Ind	House	no	NA
1750	Roy	Chip	TX-21	https://ballotpedia.org/Chip_Roy	Rep	House	yes	Male
1751	Davis	Wendy	TX-21	https://ballotpedia.org/Wendy_Davis_(Texas)	Dem	House	no	NA
